일자	현찰사실때	현찰파실때	송금보낼때	송금받을때	T/C사실때	외화수표파실때	매매기준율	직전대비	환가료율	미화환산율
2017-05-10	"1,152.21"	"1,112.59"	"1,143.40"	"1,121.40"	"1,145.98"	"1,120.51"	"1,132.40"	0.30	2.83856	1.0000
2017-05-08	"1,151.91"	"1,112.29"	"1,143.10"	"1,121.10"	"1,145.68"	"1,120.21"	"1,132.10"	1.40	2.84444	1.0000
2017-05-04	"1,150.48"	"1,110.92"	"1,141.70"	"1,119.70"	"1,144.26"	"1,118.81"	"1,130.70"	-2.70	2.84167	1.0000
2017-05-02	"1,153.23"	"1,113.57"	"1,144.50"	"1,122.30"	"1,147.00"	"1,121.41"	"1,133.40"	3.30	2.84500	1.0000
2017-04-28	"1,149.87"	"1,110.33"	"1,141.10"	"1,119.10"	"1,143.66"	"1,118.21"	"1,130.10"	5.00	2.84500	1.0000
2017-04-27	"1,144.78"	"1,105.42"	"1,136.10"	"1,114.10"	"1,138.60"	"1,113.22"	"1,125.10"	-5.40	2.84278	1.0000
2017-04-26	"1,150.28"	"1,110.72"	"1,141.50"	"1,119.50"	"1,144.06"	"1,118.61"	"1,130.50"	-1.20	2.84222	1.0000
2017-04-25	"1,151.50"	"1,111.90"	"1,142.70"	"1,120.70"	"1,145.28"	"1,119.81"	"1,131.70"	-4.90	2.84111	1.0000
2017-04-24	"1,156.49"	"1,116.71"	"1,147.70"	"1,125.50"	"1,150.23"	"1,124.61"	"1,136.60"	-4.80	2.84056	1.0000
2017-04-21	"1,161.37"	"1,121.43"	"1,152.50"	"1,130.30"	"1,155.09"	"1,129.41"	"1,141.40"	1.60	2.83833	1.0000
2017-04-20	"1,159.74"	"1,119.86"	"1,150.90"	"1,128.70"	"1,153.47"	"1,127.81"	"1,139.80"	1.90	2.84111	1.0000
2017-04-19	"1,157.81"	"1,117.99"	"1,149.00"	"1,126.80"	"1,151.55"	"1,125.91"	"1,137.90"	1.40	2.84278	1.0000
2017-04-18	"1,156.38"	"1,116.62"	"1,147.60"	"1,125.40"	"1,150.13"	"1,124.51"	"1,136.50"	-2.30	2.84444	1.0000
2017-04-17	"1,158.72"	"1,118.88"	"1,149.90"	"1,127.70"	"1,152.46"	"1,126.81"	"1,138.80"	6.90	2.84444	1.0000
2017-04-14	"1,151.70"	"1,112.10"	"1,142.90"	"1,120.90"	"1,145.48"	"1,120.01"	"1,131.90"	-13.30	2.84444	1.0000
2017-04-13	"1,165.24"	"1,125.16"	"1,156.40"	"1,134.00"	"1,158.94"	"1,133.10"	"1,145.20"	-0.60	2.84389	1.0000
2017-04-12	"1,165.85"	"1,125.75"	"1,157.00"	"1,134.60"	"1,159.54"	"1,133.70"	"1,145.80"	4.20	2.84000	1.0000
2017-04-11	"1,161.57"	"1,121.63"	"1,152.70"	"1,130.50"	"1,155.29"	"1,129.61"	"1,141.60"	7.00	2.83833	1.0000
2017-04-10	"1,154.45"	"1,114.75"	"1,145.70"	"1,123.50"	"1,148.21"	"1,122.61"	"1,134.60"	3.60	2.84000	1.0000
2017-04-07	"1,150.79"	"1,111.21"	"1,142.00"	"1,120.00"	"1,144.57"	"1,119.11"	"1,131.00"	7.00	2.83944	1.0000
2017-04-06	"1,143.67"	"1,104.33"	"1,135.00"	"1,113.00"	"1,137.48"	"1,112.12"	"1,124.00"	5.10	2.83556	1.0000
2017-04-05	"1,138.48"	"1,099.32"	"1,129.80"	"1,108.00"	"1,132.32"	"1,107.12"	"1,118.90"	5.10	2.83611	1.0000
2017-04-04	"1,133.29"	"1,094.31"	"1,124.70"	"1,102.90"	"1,127.16"	"1,102.03"	"1,113.80"	-5.50	2.83333	1.0000
2017-04-03	"1,138.88"	"1,099.72"	"1,130.20"	"1,108.40"	"1,132.73"	"1,107.52"	"1,119.30"	3.20	2.83278	1.0000
2017-03-31	"1,135.63"	"1,096.57"	"1,127.00"	"1,105.20"	"1,129.49"	"1,104.33"	"1,116.10"	2.10	2.83278	1.0000
2017-03-30	"1,133.49"	"1,094.51"	"1,124.90"	"1,103.10"	"1,127.36"	"1,102.23"	"1,114.00"	1.50	2.83222	1.0000
2017-03-29	"1,131.96"	"1,093.04"	"1,123.40"	"1,101.60"	"1,125.85"	"1,100.73"	"1,112.50"	-1.70	2.83222	1.0000
2017-03-28	"1,133.69"	"1,094.71"	"1,125.10"	"1,103.30"	"1,127.57"	"1,102.43"	"1,114.20"	-8.50	2.83222	1.0000
2017-03-27	"1,142.34"	"1,103.06"	"1,133.70"	"1,111.70"	"1,136.17"	"1,110.82"	"1,122.70"	2.70	2.83278	1.0000
2017-03-24	"1,139.60"	"1,100.40"	"1,130.90"	"1,109.10"	"1,133.44"	"1,108.22"	"1,120.00"	-3.80	2.83167	1.0000
2017-03-23	"1,143.46"	"1,104.14"	"1,134.80"	"1,112.80"	"1,137.28"	"1,111.92"	"1,123.80"	6.30	2.83389	1.0000
2017-03-22	"1,137.05"	"1,097.95"	"1,128.40"	"1,106.60"	"1,130.91"	"1,105.73"	"1,117.50"	-7.00	2.82722	1.0000
2017-03-21	"1,144.17"	"1,104.83"	"1,135.50"	"1,113.50"	"1,137.99"	"1,112.62"	"1,124.50"	-6.90	2.82722	1.0000
2017-03-20	"1,151.19"	"1,111.61"	"1,142.40"	"1,120.40"	"1,144.97"	"1,119.52"	"1,131.40"	-0.30	2.82611	1.0000
2017-03-17	"1,151.50"	"1,111.90"	"1,142.70"	"1,120.70"	"1,145.28"	"1,119.82"	"1,131.70"	-14.60	2.82833	1.0000
2017-03-16	"1,166.36"	"1,126.24"	"1,157.50"	"1,135.10"	"1,160.05"	"1,134.22"	"1,146.30"	-1.00	2.79278	1.0000
2017-03-15	"1,167.37"	"1,127.23"	"1,158.50"	"1,136.10"	"1,161.06"	"1,135.22"	"1,147.30"	-0.40	2.77833	1.0000
2017-03-14	"1,167.78"	"1,127.62"	"1,158.90"	"1,136.50"	"1,161.47"	"1,135.63"	"1,147.70"	-10.50	2.76222	1.0000
2017-03-13	"1,178.46"	"1,137.94"	"1,169.50"	"1,146.90"	"1,172.09"	"1,146.02"	"1,158.20"	2.10	2.74056	1.0000
2017-03-10	"1,176.33"	"1,135.87"	"1,167.40"	"1,144.80"	"1,169.97"	"1,143.93"	"1,156.10"	9.50	2.73139	1.0000
2017-03-09	"1,166.66"	"1,126.54"	"1,157.80"	"1,135.40"	"1,160.35"	"1,134.54"	"1,146.60"	-4.60	2.70778	1.0000
2017-03-08	"1,171.34"	"1,131.06"	"1,162.40"	"1,140.00"	"1,165.01"	"1,139.14"	"1,151.20"	-4.90	2.70444	1.0000
2017-03-07	"1,176.33"	"1,135.87"	"1,167.40"	"1,144.80"	"1,169.97"	"1,143.94"	"1,156.10"	3.40	2.69667	1.0000
2017-03-06	"1,172.87"	"1,132.53"	"1,163.90"	"1,141.50"	"1,166.53"	"1,140.65"	"1,152.70"	10.70	2.68444	1.0000
2017-03-03	"1,161.98"	"1,122.02"	"1,153.10"	"1,130.90"	"1,155.70"	"1,130.05"	"1,142.00"	9.70	2.68000	1.0000
2017-03-02	"1,152.11"	"1,112.49"	"1,143.30"	"1,121.30"	"1,145.88"	"1,120.47"	"1,132.30"	0.20	2.66056	1.0000
2017-02-28	"1,151.91"	"1,112.29"	"1,143.10"	"1,121.10"	"1,145.68"	"1,120.28"	"1,132.10"	1.10	2.63444	1.0000
2017-02-27	"1,150.79"	"1,111.21"	"1,142.00"	"1,120.00"	"1,144.57"	"1,119.18"	"1,131.00"	-7.80	2.63056	1.0000
2017-02-24	"1,158.72"	"1,118.88"	"1,149.90"	"1,127.70"	"1,152.46"	"1,126.87"	"1,138.80"	-2.10	2.62833	1.0000
2017-02-23	"1,160.86"	"1,120.94"	"1,152.00"	"1,129.80"	"1,154.59"	"1,128.97"	"1,140.90"	-5.90	2.62944	1.0000
2017-02-22	"1,166.86"	"1,126.74"	"1,158.00"	"1,135.60"	"1,160.56"	"1,134.77"	"1,146.80"	-0.80	2.62944	1.0000
2017-02-21	"1,167.68"	"1,127.52"	"1,158.80"	"1,136.40"	"1,161.37"	"1,135.57"	"1,147.60"	2.30	2.62722	1.0000
2017-02-20	"1,165.34"	"1,125.26"	"1,156.50"	"1,134.10"	"1,159.04"	"1,133.27"	"1,145.30"	6.40	2.62944	1.0000
2017-02-17	"1,158.83"	"1,118.97"	"1,150.00"	"1,127.80"	"1,152.56"	"1,126.97"	"1,138.90"	-2.70	2.63056	1.0000
2017-02-16	"1,161.57"	"1,121.63"	"1,152.70"	"1,130.50"	"1,155.29"	"1,129.67"	"1,141.60"	-2.90	2.62222	1.0000
2017-02-15	"1,164.52"	"1,124.48"	"1,155.70"	"1,133.30"	"1,158.23"	"1,132.47"	"1,144.50"	-7.40	2.62000	1.0000
2017-02-14	"1,172.05"	"1,131.75"	"1,163.10"	"1,140.70"	"1,165.72"	"1,139.87"	"1,151.90"	0.50	2.62000	1.0000
2017-02-13	"1,171.54"	"1,131.26"	"1,162.60"	"1,140.20"	"1,165.21"	"1,139.37"	"1,151.40"	5.70	2.62111	1.0000
2017-02-10	"1,165.74"	"1,125.66"	"1,156.90"	"1,134.50"	"1,159.44"	"1,133.67"	"1,145.70"	0.30	2.62056	1.0000
2017-02-09	"1,165.44"	"1,125.36"	"1,156.60"	"1,134.20"	"1,159.14"	"1,133.37"	"1,145.40"	3.30	2.62167	1.0000
2017-02-08	"1,162.08"	"1,122.12"	"1,153.20"	"1,131.00"	"1,155.80"	"1,130.17"	"1,142.10"	4.40	2.62278	1.0000
2017-02-07	"1,157.60"	"1,117.80"	"1,148.80"	"1,126.60"	"1,151.35"	"1,125.78"	"1,137.70"	-9.10	2.62528	1.0000
2017-02-06	"1,166.86"	"1,126.74"	"1,158.00"	"1,135.60"	"1,160.56"	"1,134.77"	"1,146.80"	-2.40	2.62556	1.0000
2017-02-03	"1,169.31"	"1,129.09"	"1,160.40"	"1,138.00"	"1,162.99"	"1,137.17"	"1,149.20"	-6.00	2.62667	1.0000
2017-02-02	"1,175.41"	"1,134.99"	"1,166.50"	"1,143.90"	"1,169.06"	"1,143.06"	"1,155.20"	-10.30	2.63000	1.0000
2017-02-01	"1,185.89"	"1,145.11"	"1,176.90"	"1,154.10"	"1,179.48"	"1,153.25"	"1,165.50"	7.70	2.62944	1.0000
2017-01-31	"1,178.06"	"1,137.54"	"1,169.10"	"1,146.50"	"1,171.69"	"1,145.66"	"1,157.80"	-8.40	2.63000	1.0000
2017-01-26	"1,186.60"	"1,145.80"	"1,177.60"	"1,154.80"	"1,180.19"	"1,153.95"	"1,166.20"	2.60	2.62611	1.0000
2017-01-25	"1,183.96"	"1,143.24"	"1,175.00"	"1,152.20"	"1,177.56"	"1,151.36"	"1,163.60"	-3.10	2.62333	1.0000
2017-01-24	"1,187.11"	"1,146.29"	"1,178.10"	"1,155.30"	"1,180.70"	"1,154.46"	"1,166.70"	-5.80	2.62111	1.0000
2017-01-23	"1,193.01"	"1,151.99"	"1,183.90"	"1,161.10"	"1,186.57"	"1,160.25"	"1,172.50"	-4.60	2.62528	1.0000
2017-01-20	"1,197.69"	"1,156.51"	"1,188.60"	"1,165.60"	"1,191.22"	"1,164.75"	"1,177.10"	11.50	2.62639	1.0000
2017-01-19	"1,185.99"	"1,145.21"	"1,177.00"	"1,154.20"	"1,179.58"	"1,153.36"	"1,165.60"	-15.30	2.62667	1.0000
2017-01-18	"1,201.56"	"1,160.24"	"1,192.40"	"1,169.40"	"1,195.07"	"1,168.55"	"1,180.90"	0.40	2.61944	1.0000
2017-01-17	"1,201.15"	"1,159.85"	"1,192.00"	"1,169.00"	"1,194.66"	"1,168.15"	"1,180.50"	2.80	2.61778	1.0000
2017-01-16	"1,198.30"	"1,157.10"	"1,189.20"	"1,166.20"	"1,191.83"	"1,165.35"	"1,177.70"	-5.10	2.61833	1.0000
2017-01-13	"1,203.49"	"1,162.11"	"1,194.30"	"1,171.30"	"1,196.99"	"1,170.45"	"1,182.80"	-13.60	2.61722	1.0000
2017-01-12	"1,217.33"	"1,175.47"	"1,208.10"	"1,184.70"	"1,210.75"	"1,183.84"	"1,196.40"	-2.30	2.61722	1.0000
2017-01-11	"1,219.67"	"1,177.73"	"1,210.40"	"1,187.00"	"1,213.08"	"1,186.13"	"1,198.70"	-6.80	2.61500	1.0000
2017-01-10	"1,226.59"	"1,184.41"	"1,217.30"	"1,193.70"	"1,219.96"	"1,192.83"	"1,205.50"	16.40	2.61333	1.0000
2017-01-09	"1,209.90"	"1,168.30"	"1,200.70"	"1,177.50"	"1,203.36"	"1,176.64"	"1,189.10"	-2.50	2.61333	1.0000
2017-01-06	"1,212.45"	"1,170.75"	"1,203.20"	"1,180.00"	"1,205.89"	"1,179.14"	"1,191.60"	-15.10	2.61556	1.0000
2017-01-05	"1,227.81"	"1,185.59"	"1,218.50"	"1,194.90"	"1,221.18"	"1,194.03"	"1,206.70"	0.50	2.61556	1.0000
2017-01-04	"1,227.30"	"1,185.10"	"1,218.00"	"1,194.40"	"1,220.67"	"1,193.53"	"1,206.20"	-1.60	2.62333	1.0000
2017-01-03	"1,228.93"	"1,186.67"	"1,219.60"	"1,196.00"	"1,222.29"	"1,195.13"	"1,207.80"	-0.70	2.62167	1.0000
2017-01-02	"1,229.64"	"1,187.36"	"1,220.30"	"1,196.70"	"1,223.00"	"1,195.83"	"1,208.50"	0.00	2.62167	1.0000
2016-12-30	"1,229.64"	"1,187.36"	"1,220.30"	"1,196.70"	"1,223.00"	"1,195.83"	"1,208.50"	0.90	2.62111	1.0000
2016-12-29	"1,228.73"	"1,186.47"	"1,219.40"	"1,195.80"	"1,222.09"	"1,194.93"	"1,207.60"	2.30	2.62000	1.0000
2016-12-28	"1,226.39"	"1,184.21"	"1,217.10"	"1,193.50"	"1,219.76"	"1,192.63"	"1,205.30"	5.90	2.61111	1.0000
2016-12-27	"1,220.38"	"1,178.42"	"1,211.10"	"1,187.70"	"1,213.79"	"1,186.84"	"1,199.40"	-3.50	2.61111	1.0000
2016-12-26	"1,223.95"	"1,181.85"	"1,214.60"	"1,191.20"	"1,217.33"	"1,190.33"	"1,202.90"	4.90	2.61111	1.0000
2016-12-23	"1,218.96"	"1,177.04"	"1,209.70"	"1,186.30"	"1,212.37"	"1,185.44"	"1,198.00"	3.80	2.60611	1.0000
2016-12-22	"1,215.09"	"1,173.31"	"1,205.90"	"1,182.50"	"1,208.53"	"1,181.64"	"1,194.20"	3.00	2.60500	1.0000
2016-12-21	"1,212.04"	"1,170.36"	"1,202.80"	"1,179.60"	"1,205.49"	"1,178.75"	"1,191.20"	4.80	2.59900	1.0000
2016-12-20	"1,207.16"	"1,165.64"	"1,198.00"	"1,174.80"	"1,200.63"	"1,173.95"	"1,186.40"	3.00	2.59400	1.0000
2016-12-19	"1,204.10"	"1,162.70"	"1,194.90"	"1,171.90"	"1,197.60"	"1,171.05"	"1,183.40"	3.30	2.58900	1.0000
2016-12-16	"1,200.75"	"1,159.45"	"1,191.60"	"1,168.60"	"1,194.26"	"1,167.76"	"1,180.10"	11.80	2.58622	1.0000
2016-12-15	"1,188.74"	"1,147.86"	"1,179.70"	"1,156.90"	"1,182.31"	"1,156.08"	"1,168.30"	2.80	2.55728	1.0000
2016-12-14	"1,185.89"	"1,145.11"	"1,176.90"	"1,154.10"	"1,179.48"	"1,153.28"	"1,165.50"	-4.70	2.55389	1.0000
2016-12-13	"1,190.67"	"1,149.73"	"1,181.60"	"1,158.80"	"1,184.24"	"1,157.98"	"1,170.20"	4.00	2.54472	1.0000
2016-12-12	"1,186.60"	"1,145.80"	"1,177.60"	"1,154.80"	"1,180.19"	"1,153.99"	"1,166.20"	7.10	2.53000	1.0000
2016-12-09	"1,179.38"	"1,138.82"	"1,170.40"	"1,147.80"	"1,173.00"	"1,147.00"	"1,159.10"	-10.30	2.51389	1.0000
2016-12-08	"1,189.86"	"1,148.94"	"1,180.80"	"1,158.00"	"1,183.43"	"1,157.19"	"1,169.40"	-0.10	2.50417	1.0000
2016-12-07	"1,189.96"	"1,149.04"	"1,180.90"	"1,158.10"	"1,183.53"	"1,157.29"	"1,169.50"	-4.30	2.49889	1.0000
2016-12-06	"1,194.34"	"1,153.26"	"1,185.30"	"1,162.30"	"1,187.88"	"1,161.49"	"1,173.80"	3.30	2.50194	1.0000
2016-12-05	"1,190.98"	"1,150.02"	"1,181.90"	"1,159.10"	"1,184.54"	"1,158.29"	"1,170.50"	-2.10	2.49667	1.0000
2016-12-02	"1,193.12"	"1,152.08"	"1,184.00"	"1,161.20"	"1,186.67"	"1,160.40"	"1,172.60"	4.60	2.48450	1.0000
2016-12-01	"1,188.44"	"1,147.56"	"1,179.40"	"1,156.60"	"1,182.01"	"1,155.80"	"1,168.00"	-0.50	2.47367	1.0000
2016-11-30	"1,188.94"	"1,148.06"	"1,179.90"	"1,157.10"	"1,182.52"	"1,156.30"	"1,168.50"	-1.80	2.46672	1.0000
2016-11-29	"1,190.78"	"1,149.82"	"1,181.70"	"1,158.90"	"1,184.34"	"1,158.11"	"1,170.30"	-8.60	2.45561	1.0000
2016-11-28	"1,199.53"	"1,158.27"	"1,190.40"	"1,167.40"	"1,193.04"	"1,166.60"	"1,178.90"	-3.50	2.45589	1.0000
2016-11-25	"1,203.09"	"1,161.71"	"1,193.90"	"1,170.90"	"1,196.58"	"1,170.10"	"1,182.40"	7.50	2.45256	1.0000
2016-11-24	"1,195.46"	"1,154.34"	"1,186.40"	"1,163.40"	"1,188.99"	"1,162.61"	"1,174.90"	-0.60	2.44200	1.0000
2016-11-23	"1,196.07"	"1,154.93"	"1,187.00"	"1,164.00"	"1,189.60"	"1,163.21"	"1,175.50"	-8.10	2.43422	1.0000
2016-11-22	"1,204.31"	"1,162.89"	"1,195.10"	"1,172.10"	"1,197.80"	"1,171.31"	"1,183.60"	1.30	2.41778	1.0000
2016-11-21	"1,202.99"	"1,161.61"	"1,193.80"	"1,170.80"	"1,196.48"	"1,170.01"	"1,182.30"	7.90	2.41600	1.0000
2016-11-18	"1,194.95"	"1,153.85"	"1,185.90"	"1,162.90"	"1,188.49"	"1,162.12"	"1,174.40"	7.20	2.41178	1.0000
2016-11-17	"1,187.62"	"1,146.78"	"1,178.60"	"1,155.80"	"1,181.20"	"1,155.03"	"1,167.20"	-1.60	2.40456	1.0000
2016-11-16	"1,189.25"	"1,148.35"	"1,180.20"	"1,157.40"	"1,182.82"	"1,156.63"	"1,168.80"	-1.00	2.40011	1.0000
2016-11-15	"1,190.27"	"1,149.33"	"1,181.20"	"1,158.40"	"1,183.83"	"1,157.63"	"1,169.80"	5.40	2.39206	1.0000
2016-11-14	"1,184.77"	"1,144.03"	"1,175.80"	"1,153.00"	"1,178.37"	"1,152.23"	"1,164.40"	13.40	2.38817	1.0000
2016-11-11	"1,171.14"	"1,130.86"	"1,162.20"	"1,139.80"	"1,164.81"	"1,139.04"	"1,151.00"	5.20	2.38817	1.0000
2016-11-10	"1,165.85"	"1,125.75"	"1,157.00"	"1,134.60"	"1,159.54"	"1,133.85"	"1,145.80"	8.30	2.38644	1.0000
2016-11-09	"1,157.40"	"1,117.60"	"1,148.60"	"1,126.40"	"1,151.15"	"1,125.65"	"1,137.50"	-4.10	2.38700	1.0000
2016-11-08	"1,161.57"	"1,121.63"	"1,152.70"	"1,130.50"	"1,155.29"	"1,129.75"	"1,141.60"	-1.80	2.38533	1.0000
2016-11-07	"1,163.40"	"1,123.40"	"1,154.60"	"1,132.20"	"1,157.12"	"1,131.45"	"1,143.40"	2.80	2.38533	1.0000
2016-11-04	"1,160.56"	"1,120.64"	"1,151.70"	"1,129.50"	"1,154.28"	"1,128.75"	"1,140.60"	-8.10	2.38256	1.0000
2016-11-03	"1,168.80"	"1,128.60"	"1,159.90"	"1,137.50"	"1,162.48"	"1,136.75"	"1,148.70"	6.90	2.38200	1.0000
2016-11-02	"1,161.78"	"1,121.82"	"1,152.90"	"1,130.70"	"1,155.50"	"1,129.95"	"1,141.80"	-2.80	2.38044	1.0000
2016-11-01	"1,164.63"	"1,124.57"	"1,155.80"	"1,133.40"	"1,158.33"	"1,132.65"	"1,144.60"	-0.60	2.38378	1.0000
2016-10-31	"1,165.24"	"1,125.16"	"1,156.40"	"1,134.00"	"1,158.94"	"1,133.25"	"1,145.20"	5.00	2.38267	1.0000
2016-10-28	"1,160.15"	"1,120.25"	"1,151.30"	"1,129.10"	"1,153.88"	"1,128.35"	"1,140.20"	7.80	2.38433	1.0000
2016-10-27	"1,152.21"	"1,112.59"	"1,143.40"	"1,121.40"	"1,145.98"	"1,120.66"	"1,132.40"	-4.10	2.38478	1.0000
2016-10-26	"1,156.38"	"1,116.62"	"1,147.60"	"1,125.40"	"1,150.13"	"1,124.65"	"1,136.50"	2.00	2.38589	1.0000
2016-10-25	"1,154.35"	"1,114.65"	"1,145.60"	"1,123.40"	"1,148.11"	"1,122.65"	"1,134.50"	0.00	2.38400	1.0000
2016-10-24	"1,154.35"	"1,114.65"	"1,145.60"	"1,123.40"	"1,148.11"	"1,122.65"	"1,134.50"	10.50	2.38400	1.0000
2016-10-21	"1,143.67"	"1,104.33"	"1,135.00"	"1,113.00"	"1,137.48"	"1,112.26"	"1,124.00"	1.20	2.37400	1.0000
2016-10-20	"1,142.44"	"1,103.16"	"1,133.80"	"1,111.80"	"1,136.27"	"1,111.06"	"1,122.80"	-9.50	2.37456	1.0000
2016-10-19	"1,152.11"	"1,112.49"	"1,143.30"	"1,121.30"	"1,145.88"	"1,120.56"	"1,132.30"	-8.00	2.37567	1.0000
2016-10-18	"1,160.25"	"1,120.35"	"1,151.40"	"1,129.20"	"1,153.98"	"1,128.45"	"1,140.30"	7.40	2.37789	1.0000
2016-10-17	"1,152.72"	"1,113.08"	"1,144.00"	"1,121.80"	"1,146.49"	"1,121.05"	"1,132.90"	2.40	2.38567	1.0000
2016-10-14	"1,150.28"	"1,110.72"	"1,141.50"	"1,119.50"	"1,144.06"	"1,118.76"	"1,130.50"	7.20	2.38456	1.0000
2016-10-13	"1,142.95"	"1,103.65"	"1,134.30"	"1,112.30"	"1,136.77"	"1,111.56"	"1,123.30"	6.10	2.38456	1.0000
2016-10-12	"1,136.75"	"1,097.65"	"1,128.10"	"1,106.30"	"1,130.60"	"1,105.57"	"1,117.20"	6.20	2.38067	1.0000
2016-10-11	"1,130.44"	"1,091.56"	"1,121.80"	"1,100.20"	"1,124.33"	"1,099.47"	"1,111.00"	-4.70	2.37956	1.0000
2016-10-10	"1,135.22"	"1,096.18"	"1,126.60"	"1,104.80"	"1,129.08"	"1,104.07"	"1,115.70"	4.40	2.37900	1.0000
2016-10-07	"1,130.74"	"1,091.86"	"1,122.10"	"1,100.50"	"1,124.63"	"1,099.77"	"1,111.30"	-2.50	2.37956	1.0000
2016-10-06	"1,133.29"	"1,094.31"	"1,124.70"	"1,102.90"	"1,127.16"	"1,102.17"	"1,113.80"	8.70	2.37567	1.0000
2016-10-05	"1,124.43"	"1,085.77"	"1,115.90"	"1,094.30"	"1,118.36"	"1,093.58"	"1,105.10"	3.10	2.37722	1.0000
2016-10-04	"1,121.28"	"1,082.72"	"1,112.70"	"1,091.30"	"1,115.22"	"1,090.58"	"1,102.00"	5.70	2.37833	1.0000
2016-09-30	"1,115.48"	"1,077.12"	"1,107.00"	"1,085.60"	"1,109.45"	"1,084.88"	"1,096.30"	0.60	2.37722	1.0000
2016-09-29	"1,114.87"	"1,076.53"	"1,106.40"	"1,085.00"	"1,108.84"	"1,084.28"	"1,095.70"	-7.80	2.37438	1.0000
2016-09-28	"1,122.81"	"1,084.19"	"1,114.30"	"1,092.70"	"1,116.74"	"1,091.98"	"1,103.50"	-3.40	2.37667	1.0000
2016-09-27	"1,126.27"	"1,087.53"	"1,117.70"	"1,096.10"	"1,120.18"	"1,095.38"	"1,106.90"	2.70	2.37444	1.0000
2016-09-26	"1,123.52"	"1,084.88"	"1,115.00"	"1,093.40"	"1,117.45"	"1,092.68"	"1,104.20"	1.10	2.37222	1.0000
2016-09-23	"1,122.40"	"1,083.80"	"1,113.90"	"1,092.30"	"1,116.33"	"1,091.58"	"1,103.10"	-13.70	2.37528	1.0000
2016-09-22	"1,136.34"	"1,097.26"	"1,127.70"	"1,105.90"	"1,130.20"	"1,105.16"	"1,116.80"	-2.70	2.39633	1.0000
2016-09-21	"1,139.09"	"1,099.91"	"1,130.40"	"1,108.60"	"1,132.93"	"1,107.86"	"1,119.50"	-0.50	2.39306	1.0000
2016-09-20	"1,139.60"	"1,100.40"	"1,130.90"	"1,109.10"	"1,133.44"	"1,108.36"	"1,120.00"	7.70	2.38617	1.0000
2016-09-19	"1,131.76"	"1,092.84"	"1,123.20"	"1,101.40"	"1,125.64"	"1,100.67"	"1,112.30"	1.70	2.38178	1.0000
2016-09-13	"1,130.03"	"1,091.17"	"1,121.40"	"1,099.80"	"1,123.92"	"1,099.07"	"1,110.60"	11.10	2.37772	1.0000
2016-09-12	"1,118.74"	"1,080.26"	"1,110.20"	"1,088.80"	"1,112.69"	"1,088.08"	"1,099.50"	6.30	2.37689	1.0000
2016-09-09	"1,112.33"	"1,074.07"	"1,103.90"	"1,082.50"	"1,106.31"	"1,081.79"	"1,093.20"	0.00	2.36822	1.0000
2016-09-08	"1,112.33"	"1,074.07"	"1,103.90"	"1,082.50"	"1,106.31"	"1,081.79"	"1,093.20"	-11.80	2.36322	1.0000
2016-09-07	"1,124.33"	"1,085.67"	"1,115.80"	"1,094.20"	"1,118.26"	"1,093.48"	"1,105.00"	-3.20	2.36656	1.0000
2016-09-06	"1,127.59"	"1,088.81"	"1,119.00"	"1,097.40"	"1,121.49"	"1,096.68"	"1,108.20"	-9.40	2.36933	1.0000
2016-09-05	"1,137.15"	"1,098.05"	"1,128.50"	"1,106.70"	"1,131.01"	"1,105.97"	"1,117.60"	-1.70	2.37572	1.0000
2016-09-02	"1,138.88"	"1,099.72"	"1,130.20"	"1,108.40"	"1,132.73"	"1,107.67"	"1,119.30"	1.90	2.37294	1.0000
2016-09-01	"1,136.95"	"1,097.85"	"1,128.30"	"1,106.50"	"1,130.80"	"1,105.77"	"1,117.40"	-1.10	2.37489	1.0000
2016-08-31	"1,138.07"	"1,098.93"	"1,129.40"	"1,107.60"	"1,131.92"	"1,106.87"	"1,118.50"	-6.70	2.37322	1.0000
2016-08-30	"1,144.89"	"1,105.51"	"1,136.20"	"1,114.20"	"1,138.70"	"1,113.46"	"1,125.20"	11.30	2.37439	1.0000
2016-08-29	"1,133.39"	"1,094.41"	"1,124.80"	"1,103.00"	"1,127.26"	"1,102.27"	"1,113.90"	-5.10	2.37439	1.0000
2016-08-26	"1,138.58"	"1,099.42"	"1,129.90"	"1,108.10"	"1,132.42"	"1,107.37"	"1,119.00"	-2.60	2.37383	1.0000
2016-08-25	"1,141.22"	"1,101.98"	"1,132.50"	"1,110.70"	"1,135.05"	"1,109.97"	"1,121.60"	4.20	2.36994	1.0000
2016-08-24	"1,136.95"	"1,097.85"	"1,128.30"	"1,106.50"	"1,130.80"	"1,105.77"	"1,117.40"	-7.90	2.37439	1.0000
2016-08-23	"1,144.99"	"1,105.61"	"1,136.30"	"1,114.30"	"1,138.80"	"1,113.56"	"1,125.30"	10.10	2.37217	1.0000
2016-08-22	"1,134.71"	"1,095.69"	"1,126.10"	"1,104.30"	"1,128.58"	"1,103.57"	"1,115.20"	8.80	2.37106	1.0000
2016-08-19	"1,125.76"	"1,087.04"	"1,117.20"	"1,095.60"	"1,119.67"	"1,094.88"	"1,106.40"	4.10	2.36244	1.0000
2016-08-18	"1,121.59"	"1,083.01"	"1,113.10"	"1,091.50"	"1,115.52"	"1,090.78"	"1,102.30"	7.30	2.36411	1.0000
